sbd,toán,ngữ văn,lịch sử,địa lí,giáo dục công dân,sinh học,vật lý,hóa học,ngoại ngữ
4011637,8.6,4.25,-1,-1,-1,5,9,5,9.4
4011638,9,4.5,-1,-1,-1,6,8,4,8.6
4011639,5,3.75,-1,-1,-1,6,4,8,5.8
4011640,6.8,6,-1,-1,-1,5,4,5,5
4011641,7,7,-1,-1,-1,8,8,6,-1
4011642,7.6,7.5,-1,-1,-1,7,7,5,9
4011643,8.6,6,-1,-1,-1,5,4,5,5.2
4011644,8.2,6,-1,-1,-1,4,8,5,8.6
4011645,7.4,7,-1,-1,-1,5,6,3,7.4
4011646,8.4,6.5,-1,-1,-1,7,7,8,9.2
4011647,7.8,5,-1,-1,-1,6,7,4,9.2
4011648,7.6,5.75,-1,-1,-1,4,6,6,1.6
4011649,6.4,4.25,-1,-1,-1,5,6,4,8.6
4011650,6.4,6.25,-1,-1,-1,6,6,6,5.6
4011651,8.4,6.5,-1,-1,-1,5,8,4,7.6
4011652,8,6.5,-1,-1,-1,6,8,4,7.6
4011653,6.2,4.5,-1,-1,-1,6,3,6,3.6
4011654,7,5.5,-1,-1,-1,8,6,7,8.8
4011655,8.6,7.5,-1,-1,-1,8,5,8,5.6
4011656,8.2,7.5,-1,-1,-1,8,5,8,9
4011657,7.2,5.5,-1,-1,-1,5,5,5,4.6
4011658,7.2,6.5,4.75,4,6.25,-1,-1,-1,6
4011659,6.4,7.5,7.75,6.75,8.5,-1,-1,-1,6.6
4011660,6.6,5.75,6.5,5.5,9,-1,-1,-1,4.8
4011661,6.8,7.25,-1,-1,-1,6,8,8,7
4011662,8.6,8.5,6.5,5.5,8.75,-1,-1,-1,9.8
4011663,9.4,6,-1,-1,-1,10,6,9,-1
4011664,7.4,5.5,-1,-1,-1,5,6,4,7.8
4011665,6.8,6,6,7,9,-1,-1,-1,4.4
4011666,4.8,6.5,-1,-1,-1,7,7,5,3.8
4011667,6.8,6.5,-1,-1,-1,6,8,4,9
4011668,7.4,6.25,-1,-1,-1,6,9,4,9.2
4011669,5.4,6,5.5,6.5,7.25,-1,-1,-1,3.4
4011670,7.4,6,-1,-1,-1,6,5,7,6.2
4011671,6,5.25,4.75,4.25,8.5,-1,-1,-1,7.8
4011672,6.4,5.5,5.25,7.25,9,-1,-1,-1,4
4011673,7.6,5.25,-1,-1,-1,7,9,4,9.2
4011674,-1,-1,-1,-1,-1,-1,-1,-1,-1
4011675,7.2,6.25,-1,-1,-1,6,8,4,8.6
4011676,7,4.75,-1,-1,-1,5,4,5,3.4
4011677,3.8,6,4.25,4.25,6,-1,-1,-1,2.2
4011678,8.8,8.25,6.75,6.75,9,-1,-1,-1,-1
4011679,4.2,7,4.75,5.75,7.75,-1,-1,-1,3.4
4011680,7.4,7.25,7,6,8.25,-1,-1,-1,7.6
4011681,7,6.5,7.25,4.75,7.25,-1,-1,-1,6.8
4011682,7.2,9,7.25,6.5,9.75,-1,-1,-1,7.4
4011683,7.2,7.5,5,6,7.5,-1,-1,-1,8.2
4011684,5.6,5.5,7,7.5,7.5,-1,-1,-1,5.4
4011685,7.6,8.5,-1,-1,-1,6,7,7,8
4011686,7,7.25,-1,-1,-1,6,7,5,7.8
4011687,6.8,5.25,7.5,6.5,8.75,-1,-1,-1,5
4011688,8.4,8,6.5,6.5,9.25,-1,-1,-1,8.4
4011689,7.8,7.75,5,5.75,8,-1,-1,-1,7.2
4011690,6,5.5,-1,-1,-1,4,3,5,6
4011691,7.8,7.5,9.5,6.5,8,-1,-1,-1,7.6
4011692,3.8,3.75,2.75,4,6.5,-1,-1,-1,2.4
4011693,5.6,5.75,4,6,7.25,-1,-1,-1,6.2
4011694,1.4,1.25,2.75,3.25,7,-1,-1,-1,3.8
4011695,4.2,6,4.5,5,7.25,-1,-1,-1,6.8
4011696,6.8,5.5,6.25,7,7.25,-1,-1,-1,4.2
4011697,6.4,6,5,7.75,6,-1,-1,-1,6.6
4011698,7.6,5.75,4.25,6.75,7,-1,-1,-1,3
4011699,4.8,6.5,-1,-1,-1,4,3,3,8.2
4011700,7.8,7,-1,-1,-1,5,8,5,-1
4011701,7.4,6.25,4.5,6,8,-1,-1,-1,7
4011702,7.8,7.25,-1,-1,-1,7,8,6,8.8
4011703,4.8,5.5,6,4.75,8.75,-1,-1,-1,6
4011704,8.2,7,-1,-1,-1,6,8,8,-1
4011705,7.6,7.75,5.5,5.75,9,-1,-1,-1,7
4011706,5.8,5,-1,-1,-1,4,6,3,4.6
4011707,7,6,8.5,7.25,9.75,-1,-1,-1,7
4011708,6.4,6,5.75,5.25,6.5,-1,-1,-1,6.2
4011709,7.2,6.75,8,7,9.75,-1,-1,-1,2.8
4011710,8.2,8.5,7.5,7.75,9.75,-1,-1,-1,9.6
4011711,6.6,5,5.75,6.25,8.25,-1,-1,-1,6
4011712,8.2,6.25,-1,-1,-1,9,6,10,5.4
4011713,6.4,7,4,4.75,8.25,-1,-1,-1,7.6
4011714,7,6,5.5,4.75,4.5,-1,-1,-1,4.8
4011715,8.8,5.75,-1,-1,-1,4,8,9,3.8
4011716,3.6,5.5,5.5,5.5,7.5,-1,-1,-1,3.8
4011717,7.6,6.75,4.5,4.5,8.5,-1,-1,-1,7.2
4011718,5.2,8.5,4.75,5,7.5,-1,-1,-1,8
4011719,8.4,8.25,-1,-1,-1,6,4,6,8
4011720,6.6,4.75,-1,-1,-1,6,3,5,4.4
4011721,7.4,6.5,-1,-1,-1,7,7,6,8
4011722,8.6,7.5,6,6.5,9.25,-1,-1,-1,-1
4011723,4.8,6,7.75,6,9,-1,-1,-1,4.8
4011724,6.8,7,-1,-1,-1,5,8,5,7.8
4011725,6,6,5.75,7.25,8,-1,-1,-1,7.6
4011726,5.6,7.75,9.25,8,9.75,-1,-1,-1,8.2
4011727,8,7.75,8.5,7.25,10,-1,-1,-1,8.8
4011728,8,6.5,-1,-1,-1,7,7,7,-1
4011729,8,6.25,-1,-1,-1,10,6,10,-1
4011730,5.4,5,4.5,5.25,4.5,-1,-1,-1,4.8
4011731,6.4,8.25,4.25,4.5,7.5,-1,-1,-1,5.4
4011732,8.4,5.25,-1,-1,-1,7,8,7,9.6
4011733,6.6,4.5,6.5,8.5,8.75,-1,-1,-1,7.6
4011734,4.8,5.25,4.75,6.25,8.25,-1,-1,-1,6.2
4011735,7.6,4,-1,-1,-1,4,6,4,6.4
4011736,8.2,6.75,6.5,6.25,9.5,-1,-1,-1,9.2
4011737,6,5.25,-1,-1,-1,3,5,7,4.4
4011738,7.2,6.5,-1,-1,-1,6,5,4,7.6
4011739,8.6,7,-1,-1,-1,10,6,9,-1
4011740,8.4,6.75,-1,-1,-1,4,7,8,7.8
4011741,4.4,5.25,5.5,5,9,-1,-1,-1,5.8
4011742,4.4,6.5,5.25,6.25,8.25,-1,-1,-1,4
4011743,4.6,5.25,4.75,5,6.75,-1,-1,-1,4.6
4011744,7.6,5.25,-1,-1,-1,4,6,8,5.4
4011745,8.6,5.75,-1,-1,-1,9,4,8,7.2
4011746,6.2,6,7.75,6.75,8.75,-1,-1,-1,5.6
4011747,7.4,6.5,6.75,6.25,9.25,-1,-1,-1,6
4011748,6.8,7.25,7,6.25,8.25,-1,-1,-1,7.6
4011749,7.6,6.75,-1,-1,-1,7,7,6,7.8
4011750,6,3.25,8,6.75,8,-1,-1,-1,2.4
4011751,6.4,4.5,-1,-1,-1,4,6,4,5.6
4011752,7.8,6.75,3.25,5,7.5,-1,-1,-1,6.6
4011753,3.2,5.5,5,4.25,6.25,-1,-1,-1,3.2
4011754,8.2,3,-1,-1,-1,6,8,10,6.2
4011755,4.8,7.25,8.5,6.25,10,-1,-1,-1,6.8
4011756,8.8,6,-1,-1,-1,6,8,8,5.2
4011757,8.8,6.25,-1,-1,-1,10,8,10,9.2
4011758,8,5.5,-1,-1,-1,4,8,2,8.4
4011759,7.8,6.25,-1,-1,-1,5,5,5,7.6
4011760,7.8,8,7.25,6.75,9.75,-1,-1,-1,-1
4011761,4.2,6.25,3.5,6.25,7.5,-1,-1,-1,4.2
4011762,7.4,4.5,-1,-1,-1,7,6,6,9.4
4011763,5.4,4.5,6.25,6.5,7.75,-1,-1,-1,4.6
4011764,6.6,6,-1,-1,-1,6,6,5,3.8
4011765,5.4,6,5,5,7.75,-1,-1,-1,3.8
4011766,6.2,7,-1,-1,-1,4,5,7,3.2
4011767,8,6.75,-1,-1,-1,8,5,8,-1
4011768,8.6,6.5,-1,-1,-1,9,3,8,3.4
4011769,8,5.75,-1,-1,-1,4,6,8,5.6
4011770,8.8,5,-1,-1,-1,6,9,9,8.2
4011771,7.4,7,6.75,6.5,8.25,-1,-1,-1,5.8
4011772,8.2,5.75,-1,-1,-1,6,8,6,9.4
4011773,8,4,-1,-1,-1,2,6,4,6.6
4011774,8.8,6,2.5,4.75,8,-1,-1,-1,8.6
4011775,7.8,7.5,-1,-1,-1,6,8,10,7
4011776,4.8,5.5,7.75,6.75,8.25,-1,-1,-1,9.4
4011777,7,6.75,7.25,7.5,10,-1,-1,-1,9.2
4011778,5.4,7.5,8.25,7.75,8.75,-1,-1,-1,5.6
4011779,8,6,7,6.75,8.75,-1,-1,-1,9.4
4011780,7,6.25,-1,-1,-1,5,6,4,8.6
4011781,7.6,5.5,-1,-1,-1,6,9,4,9
4011782,8,6.5,-1,-1,-1,7,7,8,7
4011783,7.4,6.5,-1,-1,-1,5,6,8,4.6
4011784,7.4,6,-1,-1,-1,7,4,8,7.8
4011785,3.8,6.75,4.25,4.5,7,-1,-1,-1,5
4011786,5.6,7.5,4.5,6,8.25,-1,-1,-1,9
4011787,8.4,6.5,8.75,8,9.75,-1,-1,-1,7.2
4011788,6.8,5.5,-1,-1,-1,6,6,8,4
4011789,6.4,4.75,8.5,6,6.5,-1,-1,-1,3.4
4011790,8,5,-1,-1,-1,5,8,4,8.2
4011791,7.6,3.75,-1,-1,-1,8,7,6,8.8
4011792,7.2,5.25,-1,-1,-1,5,7,5,7.4
4011793,6.8,4.5,3.5,4.25,7,-1,-1,-1,8.2
4011794,5.2,5.5,8,6,8.25,-1,-1,-1,-1
4011795,6.2,5.5,5,6,6.25,-1,-1,-1,2.6
4011796,8.6,6.75,-1,-1,-1,8,8,8,-1
4011797,6.4,5.75,5.25,5.75,6.25,-1,-1,-1,5.2
4011798,4.2,6.25,7.25,7,9.5,-1,-1,-1,5.6
4011799,6,5.25,5.75,5.25,7.75,-1,-1,-1,1.4
4011800,7,6.5,5.75,5.25,6.75,-1,-1,-1,3.2
4011801,6.6,5.75,-1,-1,-1,6,4,3,6.2
4011802,8.8,5.75,-1,-1,-1,5,8,3,7.2
4011803,7.6,4.5,-1,-1,-1,4,8,4,7
4011804,7.4,4,-1,-1,-1,7,6,8,8
4011805,5.4,6.25,5,5.5,8.25,-1,-1,-1,3.8
4011806,8.6,7.75,-1,-1,-1,9,6,9,7.4
4011807,6.6,6.25,4.75,5.5,8.25,-1,-1,-1,3.6
4011808,7.8,7.5,7.25,6.75,9,-1,-1,-1,7.8
4011809,7.2,7,-1,-1,-1,7,6,4,7.8
4011810,7.4,7.75,6.25,6.5,9.25,-1,-1,-1,6.2
4011811,4.2,4.75,3.5,6,7.25,-1,-1,-1,3.8
4011812,8,8.75,6.75,7.25,8.75,-1,-1,-1,8
4011813,4.6,5.5,5,5.75,8.5,-1,-1,-1,3.6
4011814,6.4,6.5,1.75,5.25,8.25,-1,-1,-1,3.6
4011815,7.8,7.75,4.25,5,7.75,-1,-1,-1,5.4
4011816,5.6,5,-1,-1,-1,8,5,6,4.2
4011817,7.8,7.5,-1,-1,-1,8,6,8,4.8
4011818,7,6,5.75,6,8.5,-1,-1,-1,-1
4011819,6,8.25,7.75,6.5,8.5,-1,-1,-1,6
4011820,7.2,8.5,7.75,6.5,9.5,-1,-1,-1,9
4011821,7.6,5.75,-1,-1,-1,6,8,5,5.4
4011822,7.8,7,-1,-1,-1,4,8,3,8.6
4011823,8.2,7,-1,-1,-1,10,6,8,8
4011824,7.8,5.75,-1,-1,-1,6,7,4,6.6
4011825,8.4,8.25,-1,-1,-1,6,9,8,7.2
4011826,6.6,7.75,-1,-1,-1,5,6,6,6
4011827,8.8,7,-1,-1,-1,6,7,6,9.2
4011828,6.8,7,-1,-1,-1,6,6,8,6.6
4011829,7.8,5,-1,-1,-1,5,8,8,6
4011830,9.2,7.25,-1,-1,-1,6,8,5,9.2
4011831,8.2,5.75,-1,-1,-1,8,5,8,4
4011832,8.6,6,-1,-1,-1,6,7,6,9.4
4011833,8.4,5.25,-1,-1,-1,6,8,4,9.6
4011834,8.4,8.5,-1,-1,-1,10,7,10,9.2
4011835,8.6,6.25,-1,-1,-1,6,6,9,9.2
4011836,8.4,-1,-1,-1,-1,10,5,9,-1
4011837,7.2,7.25,7.25,-1,-1,-1,-1,-1,-1
4011838,6.8,6.25,-1,-1,-1,4,6,5,-1
4011839,7.4,4,-1,-1,-1,6,7,7,-1
4011840,-1,7.25,6.5,6.25,-1,-1,-1,-1,-1
4011841,6.8,5,-1,-1,-1,5,4,4,-1
4011842,-1,-1,-1,-1,-1,-1,-1,-1,-1
4011843,3,1.75,4.25,2.25,-1,-1,-1,-1,-1
4011844,2.8,2.5,2,3.5,-1,-1,-1,-1,-1
4011845,3.4,4.25,6,5.75,-1,-1,-1,-1,-1
4011846,7.4,5.5,4.75,6.25,7,-1,-1,-1,5
4011847,7,7.75,5,4.5,7,-1,-1,-1,7.6
4011848,7.2,7,4,4.5,6.25,-1,-1,-1,7.2
4011849,7.4,5.75,8.25,6.75,8.5,-1,-1,-1,6
4011850,7,8,6.5,5,8.75,-1,-1,-1,6.4
4011851,5.4,8.25,4.75,4.75,10,-1,-1,-1,7
4011852,5.8,6.5,5.25,4.75,-1,-1,-1,-1,-1
4011853,7.8,7,-1,-1,-1,9,5,7,5.8
4011854,7.6,7,-1,-1,-1,9,6,7,7.8
4011855,4.2,4.75,3.5,5,-1,-1,-1,-1,-1
4011856,5.4,5,7,7.25,-1,-1,-1,-1,-1
4011857,3.8,4.5,8.25,6.75,-1,-1,-1,-1,-1
4011858,2.4,4,3.25,4.25,-1,-1,-1,-1,-1
4011859,2.6,3,7,5,-1,-1,-1,-1,-1
4011860,3.2,4.25,4.5,4.25,-1,-1,-1,-1,-1
4011861,2.2,3.75,3.25,6.25,-1,-1,-1,-1,-1
4011862,-1,6.75,4,6.25,-1,-1,-1,-1,-1
4011863,2.2,4.25,3.75,5.5,-1,-1,-1,-1,-1
4011864,3.2,3.25,4.25,5.25,-1,-1,-1,-1,-1
4011865,3.8,5.75,4.25,4,-1,-1,-1,-1,-1
4011866,4.2,3.75,4.5,4,-1,-1,-1,-1,-1
4011867,2.6,4.25,4.25,4.25,-1,-1,-1,-1,-1
4011868,4,4.5,4,7,-1,-1,-1,-1,-1
4011869,2,3.5,1.75,5,-1,-1,-1,-1,-1
4011870,3.4,5,4,5,-1,-1,-1,-1,-1
4011871,3.2,2.5,3.5,4.75,-1,-1,-1,-1,-1
4011872,2.6,4.25,4,4.25,-1,-1,-1,-1,-1
4011873,4.6,4,3.75,5.75,-1,-1,-1,-1,-1
4011874,-1,5.5,-1,-1,9.75,-1,-1,-1,6.6
4011875,2.8,3.75,3.5,6.75,-1,-1,-1,-1,-1
4011876,5.2,4.75,4.5,7,-1,-1,-1,-1,-1
4011877,2.6,4.5,2.75,4.5,-1,-1,-1,-1,-1
4011878,4.8,4.25,3.25,4,-1,-1,-1,-1,-1
4011879,4.2,6.25,7.5,6.75,-1,-1,-1,-1,-1
4011880,4.2,3.75,3.75,2.25,-1,-1,-1,-1,-1
4011881,3.4,3.5,3.5,3,-1,-1,-1,-1,-1
4011882,-1,7.5,-1,7,8.25,-1,-1,-1,-1
4011883,3.6,3.25,2,5.25,-1,-1,-1,-1,-1
4011884,2.6,2.75,4.25,6,-1,-1,-1,-1,-1
4011885,3.2,2.5,2.75,4.5,-1,-1,-1,-1,-1
4011886,4.4,4.25,3.75,4,-1,-1,-1,-1,-1
4011887,3.4,4.5,4,6,-1,-1,-1,-1,-1
4011888,4,3,3.25,6.25,-1,-1,-1,-1,-1
4011889,3.6,2.5,4.25,4,-1,-1,-1,-1,-1
4011890,3,3.25,5,4.25,-1,-1,-1,-1,-1
4011891,2.4,5.5,5,5.25,-1,-1,-1,-1,-1
4011892,3.8,2.5,4.75,5.25,-1,-1,-1,-1,-1
4011893,3.4,4.5,4.5,6.75,-1,-1,-1,-1,-1
4011894,4.4,4.5,5,5.5,-1,-1,-1,-1,-1
4011895,2.2,3.5,5,5.5,-1,-1,-1,-1,-1
4011896,9.6,-1,-1,-1,-1,2,9,8,-1
4011897,2.2,3.75,5,6.25,-1,-1,-1,-1,-1
4011898,5.8,4.5,5.25,5.75,-1,-1,-1,-1,-1
4011899,2.8,5,9.25,7,-1,-1,-1,-1,-1
4011900,6.6,5.75,7.75,6.75,-1,-1,-1,-1,-1
4011901,2.2,4.75,3.5,5.25,-1,-1,-1,-1,-1
4011902,4.2,3.25,3.5,4.75,-1,-1,-1,-1,-1
4011903,5.4,4,3.5,6.25,-1,-1,-1,-1,-1
4011904,5,4.75,4,5.25,-1,-1,-1,-1,-1
4011905,7.2,4,6.5,6.75,-1,-1,-1,-1,-1
4011906,5,3.75,4.5,5.5,-1,-1,-1,-1,-1
4011907,4.2,3.5,5.5,4,-1,-1,-1,-1,-1
4011908,4.8,5.5,4.75,6.5,-1,-1,-1,-1,-1
4011909,2.8,5,2.5,3.75,-1,-1,-1,-1,-1
4011910,5,4.25,5.75,5.25,-1,-1,-1,-1,-1
4011911,3,2.75,2.75,2,-1,-1,-1,-1,-1
4011912,5.8,7,4.25,6.25,-1,-1,-1,-1,-1
4011913,4.4,3.5,5.5,5,-1,-1,-1,-1,-1
4011914,5.8,5.75,4.5,7.5,-1,-1,-1,-1,-1
4011915,3.6,5.25,4.75,6,-1,-1,-1,-1,-1
4011916,4.4,6,5.75,7,-1,-1,-1,-1,-1
4011917,7.8,4,6.25,6,-1,-1,-1,-1,-1
4011918,5,4.25,5.25,6,-1,-1,-1,-1,-1
4011919,3.8,5,6.25,6.25,-1,-1,-1,-1,-1
4011920,3.8,3.5,3.5,6.5,-1,-1,-1,-1,-1
4011921,3.4,4,4.5,4.25,-1,-1,-1,-1,-1
4011922,2.4,2.5,4,4,-1,-1,-1,-1,-1
4011923,7.2,-1,-1,-1,-1,-1,-1,-1,-1
4011924,5.4,7.75,7.25,7.75,-1,-1,-1,-1,-1
4011925,5.6,3.5,4.75,4,-1,-1,-1,-1,-1
4011926,4.4,-1,-1,-1,-1,-1,3,5,-1
4011927,3.4,3,4.75,4.25,-1,-1,-1,-1,-1
4011928,2,4,2.75,4.5,-1,-1,-1,-1,-1
4011929,7,-1,-1,5.5,7.5,-1,-1,-1,-1
4011930,2.6,3.25,3.75,3.75,-1,-1,-1,-1,-1
4011931,5.2,3.75,3,5.25,-1,-1,-1,-1,-1
4011932,4.8,6,3.75,6.25,-1,-1,-1,-1,-1
4011933,5.6,6.25,4.75,5.75,-1,-1,-1,-1,-1
4011934,5.4,6.25,8,8,9.5,-1,-1,-1,5.2
4011935,5.4,7.25,4,5,7.5,-1,-1,-1,3.4
4011936,7.4,8,5.75,5.75,9.25,-1,-1,-1,8.2
4011937,7.6,7.75,6.75,6.5,8.75,-1,-1,-1,8.8
4011938,7.4,7,7.75,8.25,9,-1,-1,-1,4.6
4011939,7.6,8,5.5,5.5,8,-1,-1,-1,9.6
4011940,7.6,5.75,4.5,6.75,8.25,-1,-1,-1,5.2
4011941,3.4,6.5,5.75,6.25,7,-1,-1,-1,2.8
4011942,4.4,7.25,4.25,6.5,8.75,-1,-1,-1,4.4
4011943,2.6,3.75,4,4.5,-1,-1,-1,-1,-1
4011944,2,4.75,4.75,6.25,8.25,-1,-1,-1,3.4
4011945,4.4,5.5,4.25,4,6.25,-1,-1,-1,3.2
4011946,7.4,7.5,7.25,8,9.75,-1,-1,-1,9.6
4011947,5,7,6.5,7.25,9,-1,-1,-1,6.8
4011948,6,6,6.5,5.75,6.75,-1,-1,-1,4.8
4011949,7,4.25,-1,-1,-1,6,6,4,5
4011950,7,4.25,-1,-1,-1,5,8,6,8.2
4011951,8,5,-1,-1,-1,5,4,2,7.8
4011952,4.6,6,7.5,6.25,7.25,-1,-1,-1,2.8
4011953,4.4,4.25,3.5,5.25,-1,-1,-1,-1,-1
4011954,9,6.5,-1,-1,-1,4,8,5,9.2
4011955,7.6,6,-1,-1,-1,6,8,9,5.4
4011956,5.2,5.5,5.25,4.75,7.25,-1,-1,-1,4.8
4011957,7,6.5,6,6,9,-1,-1,-1,9
4011958,5.4,7.25,7.25,7.25,9.5,-1,-1,-1,7.2
4011959,7.6,6.25,3.75,5,8.5,-1,-1,-1,5.6
4011960,6.8,5.75,8.5,6.75,9.25,-1,-1,-1,5.6
4011961,7.6,5.5,-1,-1,-1,6,8,4,8.4
4011962,3.6,3.5,4.25,6.25,6.5,-1,-1,-1,4.2
4011963,7.6,7.25,-1,-1,-1,7,6,6,6.4
4011964,7.6,6.5,-1,-1,-1,8,4,6,4.6
4011965,3.2,4.25,5,6.25,-1,-1,-1,-1,-1
4011966,3.8,4.75,5.25,6.25,8.75,-1,-1,-1,4.2
4011967,7.4,6.75,-1,-1,-1,4,6,6,7.4
4011968,7.2,5.25,-1,-1,-1,6,6,7,7.2
4011969,6.2,6,5.5,4.75,7.75,-1,-1,-1,4.2
4011970,5.4,5.25,5,5.75,8.75,-1,-1,-1,4.6
4011971,7.6,6.5,-1,-1,-1,6,8,6,7.8
4011972,6.6,7.5,-1,-1,-1,8,7,6,1.6
4011973,2.4,6.75,5.25,6.5,-1,-1,-1,-1,-1
4011974,7.8,8,6.75,5.75,8.75,-1,-1,-1,8.6
4011975,7.6,7,-1,-1,-1,6,6,6,8
4011976,-1,7.5,9.5,8.75,9.25,-1,-1,-1,-1
4011977,4.4,6.75,6.25,7,7.75,-1,-1,-1,4
4011978,8.2,3.5,-1,-1,-1,3,6,4,8
4011979,4,6.5,3.75,4.75,7.25,-1,-1,-1,2.4
4011980,1.2,3,4,4.5,-1,-1,-1,-1,-1
4011981,7.4,5.75,6,6,7.75,-1,-1,-1,4.6
4011982,7,5.75,6,4.75,8.75,-1,-1,-1,7.6
4011983,7.6,5.25,6.5,6,9,-1,-1,-1,3.2
4011984,7.6,8.25,8.75,8,10,-1,-1,-1,8.8
4011985,6.4,8,6,6.75,8.5,-1,-1,-1,7.2
4011986,8,5.75,5.75,5.75,7.75,-1,-1,-1,8.4
4011987,3,3.25,2.25,3,7.25,-1,-1,-1,2.8
4011988,7.2,6.25,6.75,6.5,8.75,-1,-1,-1,6.4
4011989,6.4,6.5,-1,-1,-1,4,5,5,4.4
4011990,6,6,6,4.75,7.75,-1,-1,-1,8
4011991,5.6,7.25,5.75,5.5,8.5,-1,-1,-1,6.6
4011992,7.8,8,-1,-1,-1,7,6,8,8.8
4011993,8.2,4.5,-1,-1,-1,6,8,5,7
4011994,8,7.5,3.5,6.25,8.5,-1,-1,-1,8.8
4011995,7,7,6,4.25,7.25,-1,-1,-1,5.8
4011996,7.6,6.75,-1,-1,-1,9,4,8,7.2
4011997,8.4,8,4,5.5,8.75,-1,-1,-1,8.8
4011998,7.6,7,-1,-1,-1,6,6,6,5.6
4011999,5.8,3.5,-1,-1,-1,7,5,3,-1
4012000,5.8,7,6.75,6.5,8.25,-1,-1,-1,6.4
4012001,5.8,5,-1,-1,-1,5,6,6,5.4
4012002,7.8,6,-1,-1,-1,7,8,7,8
4012003,7.2,5,-1,-1,-1,6,6,5,5.2
4012004,7.2,8.25,4.75,5.25,9.5,-1,-1,-1,7.2
4012005,8.2,7.5,-1,-1,-1,8,6,8,6.8
4012006,7.2,5.75,-1,-1,-1,6,8,5,6.6
4012007,7.6,8.5,6.25,6.75,8.5,-1,-1,-1,9.2
4012008,5.8,5,7.75,6.75,6.75,-1,-1,-1,6.2
4012009,8,5.25,-1,-1,-1,6,7,5,6
4012010,9.2,7.75,-1,-1,-1,6,8,9,-1
4012011,6.2,6.25,5.5,5.75,6.25,-1,-1,-1,5.4
4012012,2,6.75,4.25,6.25,9.5,-1,-1,-1,6.6
4012013,6.4,8.5,9,8,10,-1,-1,-1,8.4
4012014,5.8,7,4.75,5,8.5,-1,-1,-1,3.4
4012015,7.8,8.25,-1,-1,-1,5,8,4,8.4
4012016,8,5.5,-1,-1,-1,7,7,7,8.8
4012017,6.8,6.25,5.75,5.75,8,-1,-1,-1,7.2
4012018,4.6,5,5,4.5,7.5,-1,-1,-1,3
4012019,6,6,6.25,5.75,7,-1,-1,-1,3
4012020,8.8,7.5,-1,-1,-1,7,8,6,-1
4012021,3.4,5.25,4,4.75,7,-1,-1,-1,7.2
4012022,8.6,6.5,-1,-1,-1,6,8,10,7
4012023,5,6.5,9.25,7,9,-1,-1,-1,6.4
4012024,5.8,6,-1,-1,-1,4,6,3,4.4
4012025,8.2,8.25,7.75,6,9.5,-1,-1,-1,7.8
4012026,7.6,7.5,-1,-1,-1,6,7,4,9.8
4012027,3,2.25,5,5,7.5,-1,-1,-1,3.8
4012028,7.4,5.5,-1,-1,-1,4,5,7,6.6
4012029,7.6,8.5,8.75,8.25,9.25,-1,-1,-1,6.2
4012030,7,6,-1,-1,-1,5,7,4,7.2
4012031,7,3,-1,-1,-1,8,3,8,7
4012032,8,5.5,8.25,8,9.75,-1,-1,-1,5.6
4012033,7.4,5.25,-1,-1,-1,4,7,8,4.8
4012034,9.2,5.25,-1,-1,-1,6,6,8,-1
4012035,5.6,5.25,4.25,6.25,6,-1,-1,-1,5.6
4012036,3.8,6.75,-1,-1,-1,6,5,6,2.6
4012037,7.4,6.5,5.75,5,7.75,-1,-1,-1,5
4012038,7.8,6.25,-1,-1,-1,6,6,6,4.4
4012039,7,5.75,7,5.75,8,-1,-1,-1,2.4
4012040,5.2,4.5,-1,-1,-1,4,5,4,1.4
4012041,7.6,4.5,-1,-1,-1,7,4,8,7.2
4012042,4.2,5.5,5.75,5,7.5,-1,-1,-1,3.6
4012043,7.8,4.5,-1,-1,-1,6,9,7,8
4012044,8.2,6.25,-1,-1,-1,6,7,4,5.6
4012045,6.8,5,5.75,6,8.25,-1,-1,-1,8
4012046,7.2,6.25,-1,-1,-1,6,7,5,3.6
4012047,7.4,4.75,-1,-1,-1,6,6,6,2.8
4012048,6.4,7.5,7.75,6.75,9,-1,-1,-1,5.6
4012049,3.8,6,3.75,4.25,6.25,-1,-1,-1,3.6
4012050,6.8,6.25,3,5,6.5,-1,-1,-1,3.8
4012051,8.4,6.5,-1,-1,-1,6,9,9,6.8
4012052,7.2,6.5,-1,-1,-1,5,7,7,3.4
4012053,8.6,7,-1,-1,-1,7,8,8,8.4
4012054,8,7,-1,-1,-1,8,7,8,7.4
4012055,6.4,7,-1,-1,-1,5,4,3,3.4
4012056,7,6.25,4,5.75,7.5,-1,-1,-1,5.4
4012057,8.2,5,-1,-1,-1,4,7,6,4.2
4012058,6.6,8,4.75,3.75,6.25,-1,-1,-1,4
4012059,5.4,5,-1,-1,-1,7,2,2,4.2
4012060,9.2,6,-1,-1,-1,8,8,8,8.8
4012061,5.8,7,5.5,6,9,-1,-1,-1,4.2
4012062,8.2,7.75,4.5,5.75,7.75,-1,-1,-1,9.2
4012063,4.6,5.25,6,6.25,9.5,-1,-1,-1,3.2
4012064,8.6,7,-1,-1,-1,7,9,6,9
4012065,5,5.75,6.25,6.5,9,-1,-1,-1,4.4
4012066,6.8,8,6.5,6.5,9.25,-1,-1,-1,8.4
4012067,5.6,6.75,5.75,7,8.5,-1,-1,-1,7.6
4012068,6.2,7.5,8.5,6.5,9.75,-1,-1,-1,-1
4012069,7.8,7.25,6.75,7,9.5,-1,-1,-1,7.6
